domain	cluster	score	partisan_score
bhpioneer.com	24		0.026057888861588704
bianet.org	6		0.08062510106654239
bibeypost.com	46		-0.5715165729272286
bicesteradvertiser.net	47		0.1649544447385404
bicycling.com	30	-0.0665	-0.32925269624280296
bidnessetc.com	35	0.0313	-0.0712188647198442
big12sports.com	22	0.5566	-0.17753034090720995
bigbendnow.com	46		-0.6365881053692133
bigblueview.com	22	0.4031	-0.23543788063224408
bigcatcountry.com	18	0.5859	-0.34662821089127355
bigcountryhomepage.com	11		0.45227072879429325
biggleswadetoday.co.uk	1		-0.4209900579475024
bigislandnow.com	22		-0.047652459109524564
bigislandvideonews.com	22		-0.06458257148058279
bigissue.com	1		-0.5496986794520063
bigissuenorth.com	46		-0.6965806463108908
bignewsnetwork.com	48		0.3323047665434123
bigrigs.com.au	36		-0.23494948220726286
bigskypress.com	30		-0.19573020680734995
bigthink.com	41	-0.2637	-0.41049456649960897
biharprabha.com	5		-0.0462355768330929
bikebiz.com	1		-0.2874065993570107
bikemag.com	46		-0.6351475120922746
bikeradar.com	1	0.0309	-0.2637812027125958
billboard.com	32	-0.1904	-0.23692317943054925
billingsgazette.com	21	-0.2894	0.4956818618943082
billmoyers.com	15	-0.7531	-0.06891189098283569
binghamtonhomepage.com	11		0.39223125971840234
biodieselmagazine.com	30		-0.4349348309635378
biofuelsdigest.com	30		-0.3285225332507442
biography.com	13	-0.1339	-0.15357599021216828
biologynews.net	41		-0.35167259754424074
biomassmagazine.com	30		-0.24884712509474793
biomedcentral.com	46	-0.4007	-0.6497985656615703
biopharmadive.com	29	0.0332	-0.08178467773850003
biosciencetechnology.com	41	0.0565	-0.1824912332648426
biotechniques.com	41		-0.42306070907264265
birminghammail.co.uk	1	0.1411	-0.0829255122426642
birminghampost.co.uk	19		-0.22528060099008274
birminghamtimes.com	30		-0.37679640291479033
bismarcktribune.com	21	-0.2806	0.6543062595394159
bitcoin.com	10		-0.10573245368061271
bitcoinmagazine.com	10	0.1899	-0.1470602932943864
bitterwallet.com	1		-0.2177985055676168
biv.com	38		-0.08268284585312502
bizbash.com	46	-0.0945	-0.7469997844719027
bizcommunity.com	22		-0.21296777756510252
bizedge.co.nz	22		-0.23320681943655963
biznews.com	22		-0.10535921899230029
bizpacreview.com	15	0.887	0.18924119984010904
bizreport.com	46	-0.078	-0.5013283102188328
biztechmagazine.com	17	-0.0106	-0.17892099500018088
biztimes.com	9		-0.22984551286826072
bizwest.com	30	0.0719	-0.3790509681599958
bjconline.org	45		-0.2757995731914659
bjpenn.com	22	0.1913	-0.07903597327132714
bkreader.com	25	-0.9467	-0.3408854784061428
blabbermouth.net	32	0.2207	-0.028732723886631603
blackagendareport.com	15	-0.6951	-0.13606647642158087
blackandteal.com	30		-0.3719612211487249
blackburnnews.com	38		-0.012353498646930184
blackenterprise.com	42	-0.6226	-0.08374486915085776
blackhillsfox.com	22		-0.06179655932137535
blackmorevale.co.uk	1		-0.5828101573003689
blacknet.co.uk	42		-0.2104777959440414
blacknews.com	46	-0.6366	-0.5537555962566115
blackpoolgazette.co.uk	1		-0.38803572516858703
blackstarnews.com	25		-0.015456926400259016
blacktownsun.com.au	7		0.010304106452262502
blastingnews.com	13		0.060369993489815296
blastr.com	20		-0.07546137873858007
blayneychronicle.com.au	7		0.016195985216544292
blazersedge.com	22	-0.1827	-0.1158733643084345
bleacherreport.com	48	0.3017	0.04690881817815651
bleedcubbieblue.com	26		-0.16758404140540167
bleedinggreennation.com	18	0.2633	-0.10420973756759912
bleepingcomputer.com	17	-0.0502	-0.37903319226224735
blessyouboys.com	43		-0.17380186290612404
blogcritics.org	46	-0.2257	-0.7565019007491229
blogforiowa.com	22		-0.1604744563272831
bloggingtheboys.com	2		-0.1283146733955149
blogher.com	46	-0.139	-0.5846562877107793
bloginky.com	18		-0.1091915317318785
blogpreston.co.uk	1		-0.5366411325650263
blogs.com	30		-0.29251827950442694
blogtalkradio.com	30	-0.008	-0.42447997688925754
blogto.com	16	-0.3659	-0.19410938774663736
bloodhorse.com	30	0.3343	-0.3339247231312822
bloody-disgusting.com	20	-0.2163	-0.20572474616627812
bloodyelbow.com	22	0.2144	-0.08269790321511346
bloomberg.com	10	-0.0792	0.4389629221774516
bloombergquint.com	5	-0.0665	-0.08911499103167178
bloombergview.com	10	-0.0248	0.17121414270333535
blouinartinfo.com	30	-0.552	-0.5875568361692434
blr.com	46		-0.641161520280884
blu-ray.com	20		-0.491113160778339
blueandgreentomorrow.com	37		-0.34153934786405943
bluebirdbanter.com	38		-0.2262908168754017
bluegrasstoday.com	46		-0.6972225127130891
bluemaumau.org	46		-0.49240630921102213
bluemountaineagle.com	30		-0.1421827169556549
bluemountainsgazette.com.au	7		0.008508380991316586
blueridgenow.com	18	0.4687	-0.20483433324563582
blufftontoday.com	48		0.029681198236637757
bmmagazine.co.uk	19		0.013455210853905986
bnd.com	48	0.2513	0.2466918551387694
bnn.ca	16		0.053563533090477615
bnnbloomberg.ca	10		-0.02380740501284741
bnonews.com	11		0.3319763021602809
boatingbusiness.com	46		-0.6387924775290449
boatingindustry.com	46		-0.5652367616080056
bobfm.co.uk	19		0.2729050512864251
bobsguide.com	28		-0.35799095141513204
bocamag.com	46	0.1477	-0.7426839682713281
bocaratontribune.com	46		-0.6130985415869172
bodyandsoul.com.au	13		-0.26502905216213346
bodyshopbusiness.com	46		-0.479378280361961
boereport.com	16		-0.1023382745021249
bognor.co.uk	22		-0.10249313458642187
bohemian.com	46		-0.5620594690816172
boingboing.net	15	-0.5065	-0.10863421396180255
boisestatepublicradio.org	30		-0.12077998432045134
boiseweekly.com	30	-0.0072	-0.14182831220568318
bolivarmonews.com	46		-0.5711220692519309
bollyspice.com	5		-0.09191327079241378
bollywoodhungama.com	5		-0.06736031971205383
bollywoodlife.com	5		-0.059930618426986215
bollywoodmantra.com	5		-0.06838479319563182
bombalatimes.com.au	7		0.014972500877963812
bonappetit.com	46	-0.3309	-0.7355766461732022
bondbuyer.com	10	-0.2742	-0.11704228965236392
bonnercountydailybee.com	22		0.07039693048424679
bookslive.co.za	30		-0.46274948565972396
boorowanewsonline.com.au	7		0.01548716602128806
boothbayregister.com	30		-0.21649593002654743
boots.com	1		-0.45077589410269275
borderchronicle.com.au	7		0.004953568698578912
bordercountiesadvertizer.co.uk	47		0.1587451503731465
bordermail.com.au	7		-0.027145886392740518
bordertelegraph.com	40		-0.5609019256863217
borderzine.com	46		-0.6743035330408584
boston.com	34	-0.2612	0.08089580926500527
bostonglobe.com	34	-0.3452	0.23930179801487997
bostonherald.com	34	0.0754	0.17681350553403583
bostonirish.com	33		-0.4953725983586769
bostonmagazine.com	34	-0.4238	-0.11256454523709995
bostonreview.net	30	-0.8007	-0.3634246661897858
bostonstandard.co.uk	1		-0.5097634022512291
boulderweekly.com	30	-0.6211	-0.6338831137475639
bournelocal.co.uk	1		-0.17447759521823364
bournemouthecho.co.uk	47		0.15631104050466352
bovinevetonline.com	30		-0.3080185713924784
bowdoin.edu	46		-0.6873329594996438
bowdoinorient.com	46		-0.688957072916961
boxinginsider.com	22		-0.07366735001595925
boxingnews24.com	22		-0.07272465665594952
boxingscene.com	22		-0.066816114523491
boxscorenews.com	30		-0.3243419283111498
bozemandailychronicle.com	21	-0.0883	0.7136642091001372
bracknellnews.co.uk	47		0.17094586610973939
bradblog.com	15		-0.28881894014861903
bradenton.com	11	0.3184	0.3145028938209123
bradfordera.com	24		0.2319413767661925
braidwoodtimes.com.au	7		0.01621258164430344
brainerddispatch.com	9		0.024110142913606525
braintreeandwithamtimes.co.uk	47		0.16050592697451826
bramptonguardian.com	38		0.08803524048731722
brandchannel.com	35	-0.0665	-0.11236850274989349
brandeis.edu	46	-0.599	-0.6698080312406631
brandinginasia.com	22		-0.1683932985354336
brandonsun.com	38		0.1285824698551366
brandrepublic.com	30	-0.4864	-0.29573370777316116
bransontrilakesnews.com	24		-0.05812997286458717
brantfordexpositor.ca	16		-0.13625869506113603
breakingdefense.com	3	0.1669	-0.15005219563370015
breakingisraelnews.com	12		0.051037513074433556
breakingnews.ie	33	-0.1342	0.11727685587203113
breakingtravelnews.com	28		-0.09015279994024407
breathecast.com	45	0.6081	-0.35507693776388255
brechinadvertiser.co.uk	40		-0.20878712551465414
brecorder.com	6		0.3412074888520783
breitbart.com	21	0.7419	0.6750054948259032
brenhambanner.com	46		-0.6274573124729985
brentwoodgazette.co.uk	1		-0.5815620888761499
brentwoodweeklynews.co.uk	47		0.1682692482225988
brewbound.com	46	-0.0485	-0.6195019382328841
brides.com	13	-0.035	-0.29208909932969884
bridgemi.com	43	-0.4094	-0.12361126764118312
bridgingandcommercial.co.uk	1		-0.25305364561650723
bridgwatermercury.co.uk	47		0.17508669419582182
bridlingtonfreepress.co.uk	22		-0.05034512069963251
bridportnews.co.uk	47		0.17037759479229062
brighouseecho.co.uk	22		-0.06586301048689361
brightonandhoveindependent.co.uk	22		-0.09842568955380569
brightonandhovenews.org	22		-0.25863829902257096
brightonpittsfordpost.com	25		-0.14439102275832005
brightsideofthesun.com	30		-0.30285568822542036
bringmethenews.com	9		-0.042528202373453304
brisbanetimes.com.au	7	-0.0354	0.03320675344553502
bristol247.com	46		-0.6573533546906206
bristolpost.co.uk	1	-0.3226	-0.3336951185337934
brit.co	13	-0.0219	-0.04340026909646831
britishcycling.org.uk	46		-0.4403100979261643
britishplastics.co.uk	1		-0.43401535283430404
britishtheatre.com	46		-0.6660645155444402
broadbandbreakfast.com	30		-0.2819027442261656
broadbandtvnews.com	22		-0.12632143298237725
broadcastermagazine.com	46		-0.5982843083286047
broadcastingcable.com	22	-0.1685	-0.03272076231746244
broadcastnow.co.uk	46		-0.691426856333676
broadsheet.com.au	46		-0.6404380261019055
broadway.com	30	-0.4681	-0.4986157653528168
broadwayworld.com	20	-0.4055	-0.359830837095425
brockpress.com	46		-0.5805083805797495
brokernews.com.au	36		-0.28586239500917676
bromleytimes.co.uk	1		-0.4028009997927557
bromsgroveadvertiser.co.uk	47		0.1752039535830961
bromsgrovestandard.co.uk	1		-0.5547028986637984
brookings.edu	6	-0.4984	0.2068959249075245
brooklyneagle.com	25	-0.5115	-0.1470124809803322
brooklynpaper.com	25	-0.6965	-0.30199881094200637
brooklynvegan.com	32	-0.715	-0.5481465095135483
broomfieldenterprise.com	30		-0.22637143960194
browardpalmbeach.com	32	-0.0907	-0.5309549530050666
browndailyherald.com	46	-0.6635	-0.7253399596202934
brownsvilleherald.com	21		0.5542990757362495
bruinsnation.com	30		-0.3102896663454685
brunswickbeacon.com	46		-0.5863763305043646
bryancountynews.com	30		-0.42206555723544315
bryantimes.com	24		-0.07514641812310628
brynmawr.edu	46		-0.6610155739653679
bsminfo.com	17		-0.4516944356519084
bsndenver.com	22	0.3209	-0.06474717984666667
bt.com	47		0.12409686980149646
btlnews.com	46		-0.6043540070485879
btn.com	18	0.4722	-0.12032861363710035
bu.edu	46	-0.6211	-0.6816983772597509
buccaneers.com	18	0.4821	-0.22129460542697663
buchtelite.com	46		-0.6792575917508206
buckinghamtoday.co.uk	1		-0.3916686924805592
buckscountycouriertimes.com	18	0.1298	-0.04128905865790905
bucksfreepress.co.uk	47		0.17345262229888034
bucksherald.co.uk	1		-0.4081937048425433
buckslocalnews.com	18	-0.0362	-0.09496825303150735
bucsnation.com	18		-0.22098894510869269
buddytv.com	13	0.0761	-0.10967121054263491
buffalo.com	30	-0.0008	-0.47702919615282086
buffalo.edu	46	-0.2927	-0.6395937667034598
buffalobills.com	25	0.3496	-0.22206981012977428
buffalonews.com	25	-0.0199	-0.07011389910831602
buffalorising.com	46	-0.1513	-0.7352234862964677
buffalorumblings.com	25	0.3276	-0.12011071729731339
builderandengineer.co.uk	1		-0.38512653893870924
builderonline.com	22	0.3095	-0.11970359030413652
buildersmerchantsnews.co.uk	46		-0.5973656284987168
building.co.uk	1		-0.41332700207206435
bulatlat.com	37		-0.1749757311943684
bulktransporter.com	28		-0.11486541946264603
bullionvault.com	10		-0.11510667098159191
bunburymail.com.au	7		-0.0030851117636575952
bundesliga.com	4	0.1379	-0.29717978374685616
bunkered.co.uk	22		-0.07707877826420714
burlingtoncountytimes.com	18	0.045	-0.03494688392804405
burlingtonfreepress.com	22	-0.334	-0.025730388428795905
burnhamandhighbridgeweeklynews.co.uk	47		0.1726920765947773
burnleyexpress.net	1		-0.2084272687145361
burntorangenation.com	2	0.4936	-0.2246374856051818
burtonmail.co.uk	1		-0.3292809870151368
buryfreepress.co.uk	1		-0.21831668361204082
burymercury.co.uk	1		-0.37660715667326905
burytimes.co.uk	47		0.17477855977133538
business-reporter.co.uk	19		0.05603973319683534
business-sale.com	1		-0.5496577685367544
business-standard.com	5	-0.1273	0.05770521903512568
business.com	46	0.1436	-0.5545032271125968
business2community.com	20	0.1293	-0.02860665186943428
businessandleadership.com	33		-0.26374321331631695
businesscar.co.uk	1		-0.35805189382610947
businessdailyafrica.com	22		-0.11518629436154884
businessdayonline.com	14		-0.04616852672684626
businessfacilities.com	18		-0.11996958949611097
businessghana.com	22		-0.017241717811167012
businessgreen.com	19	-0.7569	-0.05732835658042395
businessinsider.com	11	-0.0373	0.4742054117814721
businessinsider.com.au	11	-0.0362	0.42302709687971346
businessinsider.in	11	-0.0057	0.35889547705118
businessinsider.my	35		0.2758569947470269
businessinsider.sg	35	-0.0139	0.28508979582910565
businessinsurance.com	30	0.1262	-0.3243015206191118
businessjournaldaily.com	30		-0.4706301420293585
businesslive.co.za	22		0.04192060554362716
businessmanagementdaily.com	46		-0.6118353623409
businessmirror.com.ph	37		0.04039554083232246
businessnews.com.au	36		-0.3485222765547382
businessnews24bd.com	22		-0.07336862738905583
businessnewsaus.com.au	36		-0.105440468494487
businessnewsdaily.com	46	0.2104	-0.5698703133416809
businessnewswales.com	1		-0.5033483635917907
businessnorth.com	9		-0.1469629881996585
businessofcinema.com	5		-0.06903117118563322
businessoffashion.com	22	-0.3915	-0.2511203807527273
businesspost.ie	33		-0.21000931182924554
businessrecord.com	30	0.3629	-0.3252637189738661
businessreport.com	44	0.4646	-0.13252259838703281
businessreviewaustralia.com	36		-0.12580516568319958
businessspectator.com.au	7	-0.2927	0.0025351026185422777
businesstech.co.za	22		-0.1039098699175749
businesstimes.com.sg	49		0.1824044973113132
businesstoday.in	5		-0.02414917023800022
businesstraveller.com	28		-0.1273901192435006
businesstravelnews.com	28		-0.1923523421625671
businessweek.com	10	-0.1513	-0.0765692625571826
businesswest.com	34		-0.2996536083616188
businesswire.com	28	0.0983	-0.03632937504946626
businessworld.ie	33		0.011357223863258712
businessworld.in	5		-0.028489246294490875
busiweek.com	37		-0.3852860723096809
busseltonmail.com.au	7		-0.0024739964192843447
bustle.com	13	-0.3879	-0.028640683973300853
buxtonadvertiser.co.uk	1		-0.20941826658692675
buyingbusinesstravel.com	28		-0.13697810857363008
buzzfeed.com	13	-0.1616	-0.060272973380961416
buzznigeria.com	14		-0.0725534270548327
bwog.com	46	-0.8419	-0.7386677006150217
bworldonline.com	37		-0.04134079942715814
bymnews.com	46		-0.6562974785030269
byronnews.com.au	7		0.047746830278557764
byu.edu	22		0.20379441774138043
byuiscroll.org	46		-0.31234646279858114
c-ville.com	30		-0.41499302709019636
cabinet.com	46		-0.5741096053868892
cablefax.com	22		-0.11362760670102094
caboolturenews.com.au	7		0.0012288946260753815
cachevalleydaily.com	21		0.7214170705999376
cadillacnews.com	43		0.0780006096582264
caerphillyobserver.co.uk	46		-0.617006914411773
cafemom.com	13		-0.099736258600489
cagesideseats.com	22	-0.0842	-0.08345574852549383
cagw.org	15		0.059357843802893516
cairnspost.com.au	7		0.08799620978451418
calaverasenterprise.com	46		-0.5716719738575673
calbears.com	46		-0.5742984191519083
calcoastnews.com	46		-0.5654231384396928
caledonenterprise.com	38		0.049380394406991664
caledonianrecord.com	48		0.4402644326834234
calgaryherald.com	16	-0.0708	-0.054832633534672506
calgarysun.com	38	0.2658	-0.07830352287634179
californiagoldenblogs.com	30		-0.41792293854546664
californiahealthline.org	29	-0.2709	0.015033167247573092
callcentrehelper.com	46		-0.5926834625180264
caller.com	2	0.2322	0.22852962630079487
calltothepen.com	22		-0.10156031701247156
calvertjournal.com	46	-0.5877	-0.6419172230935127
cam.ac.uk	41	-0.3552	-0.5302269589961811
cambio.com	13	0.0221	-0.03467688998567397
cambrian-news.co.uk	46		-0.6154856471722749
cambridge-news.co.uk	1	-0.0139	-0.37464478065878637
cambridgeday.com	46		-0.6755509156165135
cambridgenetwork.co.uk	1		-0.5153005421943143
cambridgetimes.ca	38		0.04891892294719773
cambstimes.co.uk	1		-0.2436536413040131
camdenadvertiser.com.au	7		0.008504094483900541
camdencourier.com.au	7		0.014461617688563144
camdennewjournal.com	4		-0.1757185373571832
camera.org	12		-0.15996634975479865
campaignasia.com	22	-0.1342	-0.1679223036329012
campaignindia.in	22		-0.13074155911107094
campaignlive.co.uk	22	-0.4307	-0.09362118976182261
campaignseries.co.uk	47		0.17625804978526785
campbellrivermirror.com	38		0.004985630825601683
campusinsiders.com	18	0.4002	-0.1383018198967151
campusreform.org	30		-0.46521634296552206
campussports.net	18		-0.048327236056519694
campustimes.org	46		-0.7288740859671042
canada.com	38	0.0105	0.1280683419065868
canadafreepress.com	15	0.8944	0.2991522715886445
canadajournal.net	41		-0.3469173011973683
canadianarchitect.com	46		-0.5379050466984385
canadianbusiness.com	16	-0.0443	0.134199706749914
canadiancontent.net	16		0.0910602666695347
canadianinquirer.net	37		-0.02400386133434449
canadianmanufacturing.com	16		0.062412568514494025
canadianreviewer.com	35		-0.10067922685714822
canadianunderwriter.ca	16		-0.33064845970357365
canalstreetchronicles.com	44		-0.18350072178111854
canberratimes.com.au	7	-0.1877	-0.0019264277034913915
cancernetwork.com	29		-0.33925628624500903
canindia.com	5		0.01578579400226882
cannabisculture.com	46		-0.6150200308772935
canoe.ca	38		0.013592932700586485
canoe.com	38		-0.046971773778036734
canoncitydailyrecord.com	22		-0.06044109234158437
canplastics.com	46		-0.5258776479431448
canstar.com.au	36		-0.09123432236661397
cantechletter.com	28		-0.4002365311214302
cantondailyledger.com	26		0.17896640306967299
cantonrep.com	27	0.3176	-0.03698205274758068
canyon-news.com	22		-0.07648295158147778
cape-coral-daily-breeze.com	46		-0.4604052568201182
capeandislands.org	34		-0.48102988634010685
capebretonpost.com	38		0.09148256057450468
capecod.com	34	0.0682	-0.1497346010892077
capecodtimes.com	34	-0.1952	-0.12096294689066296
capecodtoday.com	34		-0.13270906363845975
capenews.net	34	-0.4094	-0.5100732265893165
capetalk.co.za	22		-0.24890015817627917
capilanocourier.com	46		-0.5864251552092018
capitalfm.co.ke	4	-0.4655	0.06444762622478192
capitalfm.com	13	0.045	-0.05923212083106831
